id,rank,B.F. 대검,거인의 허리띠,곡궁,뒤집개,쇠사슬 조끼,쓸데없이 큰 지팡이,여신의 눈물,연습용 장갑,음전자 망토,조합,유사도
460,3,1,4,3,0,5,4,0,1,2,선봉신비우화,70
461,6,1,2,0,1,2,1,5,2,0,귀감,71
462,5,2,2,4,0,3,2,2,5,0,처형자나무정령,70
463,2,2,4,3,0,3,1,4,2,1,처형자나무정령,75
464,7,1,1,2,0,1,3,2,1,1,처형자조율자신성,92
465,4,2,4,2,1,3,2,2,2,2,처형자나무정령,75
466,6,3,4,0,0,0,1,4,1,1,귀감,71
467,7,1,2,1,0,1,1,2,2,2,처형자나무정령,92
468,6,3,2,3,0,2,0,3,1,2,처형자신성,81
469,7,2,2,0,1,2,1,3,2,1,귀감,86
470,8,3,2,1,0,3,4,2,7,2,싸움꾼,57
471,1,2,1,2,0,2,5,2,3,3,싸움꾼,80
472,4,3,3,1,0,5,2,0,1,1,선봉신비우화,88
473,5,4,1,1,1,3,2,4,2,2,귀감,75
474,3,3,2,1,1,3,1,2,2,5,요술사,75
475,3,1,2,0,1,3,2,3,2,4,귀감,78
476,7,4,1,3,0,1,0,2,1,4,흡수자선지자,81
477,1,1,1,4,0,2,3,6,1,2,처형자조율자신성,70
478,2,2,0,1,1,4,3,2,2,1,요술사,75
479,4,3,1,0,0,2,5,1,5,1,나무정령,72
480,2,3,3,3,1,0,3,2,1,2,처형자조율자신성,83
481,7,1,2,4,0,3,0,0,3,3,광신도,81
482,4,2,1,3,0,3,2,3,1,3,요술사,83
483,2,3,1,3,0,2,2,3,4,4,귀감,73
484,4,1,1,5,0,2,3,0,2,2,광신도,81
485,3,1,4,1,1,2,1,3,3,2,처형자나무정령,78
486,2,1,2,0,0,1,6,2,2,4,싸움꾼,67
487,2,3,2,4,1,3,1,2,1,3,처형자신성,75
488,6,2,1,0,0,1,2,4,0,4,귀감,86
489,6,5,1,3,1,1,3,3,5,2,처형자조율자신성,62
490,3,2,2,4,2,2,2,3,2,1,처형자신성,70
491,7,0,0,3,1,1,2,1,2,4,결투가,79
492,2,3,2,1,0,1,4,1,2,2,싸움꾼,75
493,2,2,3,2,1,4,3,1,4,2,선봉신비우화,68
494,1,3,2,4,0,2,0,6,2,3,처형자신성,68
495,1,5,4,4,1,3,3,2,2,4,요술사,56
496,4,4,4,3,0,0,2,1,1,3,처형자신성,72
497,6,1,1,1,1,3,3,2,2,0,요술사,79
498,6,3,3,1,1,4,1,1,1,5,요술사,70
499,3,2,3,5,0,1,3,3,2,1,처형자신성,75
500,2,3,1,1,0,3,2,1,4,7,요술사,68
501,4,3,1,0,0,2,3,2,2,3,귀감,94
502,1,2,3,3,1,3,1,4,2,3,처형자신성,68
503,6,2,2,3,0,3,0,1,0,1,선봉학살올라프,92
504,2,3,1,2,3,1,3,3,3,3,싸움꾼,68
505,8,3,1,1,0,2,1,2,1,1,귀감,92
506,3,4,5,4,0,2,1,1,3,2,대장군학살자,73
507,2,2,2,3,0,3,5,3,1,3,처형자조율자신성,73
508,6,5,2,2,1,4,2,1,2,1,선봉학살올라프,80
509,1,3,1,1,0,2,3,2,1,3,귀감,88
510,4,2,3,2,0,3,2,3,0,1,처형자나무정령,81
511,2,4,1,5,0,3,3,3,5,2,대장군학살자,62
512,1,3,1,4,0,3,2,1,2,4,요술사,75
513,6,1,1,2,0,5,4,3,2,2,싸움꾼,65
514,3,5,3,5,0,3,1,2,4,1,선봉학살올라프,67
515,3,1,2,2,1,3,3,5,2,1,처형자조율자신성,65
516,1,2,2,6,1,2,1,3,2,3,처형자신성,82
517,1,3,1,4,2,1,4,3,3,3,싸움꾼,67
518,2,2,1,2,1,2,2,4,2,2,귀감,78
519,8,1,1,1,1,1,3,3,3,0,나무정령,79
520,6,2,3,1,0,1,4,0,0,1,선봉신비우화,83
521,6,1,3,0,0,6,1,0,1,2,선봉신비우화,86
522,1,4,4,0,0,2,5,1,1,3,귀감,65
523,3,3,1,2,0,2,3,2,2,5,귀감,75
524,2,4,3,2,0,5,1,3,2,0,선봉학살올라프,75
525,1,2,4,3,0,1,4,1,3,2,싸움꾼,70
526,7,6,3,4,0,2,0,0,2,1,영혼시비르,78
527,6,4,1,3,0,2,2,1,2,1,영혼시비르,88
528,1,2,2,1,1,5,0,3,4,2,처형자나무정령,65
529,8,1,1,1,1,2,1,2,2,1,나무정령,92
530,3,2,1,5,1,3,1,0,3,2,대장군학살자,78
531,2,3,3,1,0,6,3,4,1,3,귀감,62
532,5,1,1,1,0,2,1,2,3,3,귀감,86
533,2,4,3,4,0,3,5,1,6,4,영혼시비르,53
534,7,2,1,3,0,2,1,3,1,1,처형자신성,86
535,4,5,3,3,0,1,1,0,0,3,영혼시비르,75
536,8,1,2,2,0,0,1,0,0,0,처형자신성,100
537,5,2,2,2,0,3,2,3,1,1,요술사,81
538,1,4,3,2,1,2,2,5,1,2,흡수자선지자,68
539,8,3,1,2,1,3,1,2,1,2,요술사,81
540,1,3,4,2,0,0,2,7,2,4,귀감,57
541,8,2,2,1,0,1,1,2,2,3,귀감,86
542,2,2,0,3,0,4,2,5,4,0,결투가,60
543,2,2,3,2,6,0,3,2,5,1,처형자나무정령,57
544,2,3,4,1,2,3,2,3,3,1,나무정령,68
545,5,2,2,3,0,2,1,1,2,3,광신도,88
546,7,1,4,1,0,1,2,2,3,2,처형자나무정령,81
547,4,1,2,1,1,3,0,3,3,2,처형자나무정령,75
548,4,1,3,3,1,2,3,3,3,1,처형자나무정령,75
549,4,1,2,0,0,1,3,3,2,4,귀감,81
550,3,2,4,2,1,4,2,1,0,2,학살자명사수,72
551,7,2,2,1,0,1,4,2,4,4,싸움꾼,75
552,6,1,3,1,1,1,2,1,1,3,요술사,79
553,3,2,3,2,1,3,4,1,1,3,요술사,70
554,6,1,3,1,0,3,1,3,3,1,처형자나무정령,88
555,4,1,3,1,1,1,2,2,2,3,귀감,75
556,7,2,0,2,0,3,4,2,4,1,싸움꾼,78
557,2,1,3,2,1,2,5,2,0,4,요술사,65
558,2,2,1,4,1,3,1,3,4,7,요술사,57
559,4,3,2,2,0,2,3,2,1,3,귀감,78
560,1,2,4,2,1,4,4,1,2,2,선봉신비우화,68
561,3,2,1,6,0,2,2,2,4,3,처형자신성,73
562,5,1,2,1,1,1,4,3,2,1,처형자조율자신성,75
563,1,3,4,3,1,3,0,2,0,4,학살자명사수,75
564,6,1,3,2,1,2,1,1,4,1,처형자나무정령,88
565,3,2,1,1,2,4,3,4,3,0,나무정령,65
566,6,1,4,2,1,1,1,3,2,1,처형자나무정령,81
567,7,3,2,2,0,0,1,4,2,2,처형자신성,81
568,3,3,2,4,1,2,2,2,2,2,영혼시비르,75
569,1,3,1,1,1,2,3,4,2,3,귀감,80
570,4,2,3,2,2,2,1,2,1,1,처형자나무정령,88
571,7,3,1,3,0,2,0,2,2,1,영혼시비르,86
572,4,3,1,3,1,3,3,2,1,1,요술사,72
573,3,1,3,1,0,4,4,1,2,2,선봉신비우화,78
574,1,4,3,2,2,3,3,2,1,2,선봉학살올라프,68
575,3,4,3,2,0,3,2,2,2,2,선봉학살올라프,80
576,7,5,0,1,1,2,1,0,1,3,나무정령,79
577,5,1,1,3,1,1,3,3,1,2,처형자조율자신성,88
578,8,2,1,4,1,4,0,0,1,1,광신도,71
579,1,2,3,3,0,4,2,2,1,1,영혼시비르,78
580,1,2,3,5,1,0,1,3,2,3,처형자신성,85
581,7,2,0,3,0,3,0,2,3,1,처형자나무정령,86
582,6,2,4,2,0,0,5,4,0,1,처형자조율자신성,72
583,5,3,1,7,1,0,2,2,0,2,처형자신성,78
584,8,1,1,4,0,1,1,0,2,2,광신도,92
585,3,3,1,2,1,1,5,3,0,4,흡수자선지자,70
586,5,4,2,5,0,0,3,2,6,0,처형자신성,59
587,3,3,3,1,0,4,2,1,1,1,선봉신비우화,81
588,4,2,2,3,0,2,3,2,3,1,처형자나무정령,83
589,6,3,1,2,1,1,0,1,1,2,선봉학살올라프,83
590,3,2,1,2,1,2,2,1,4,1,나무정령,88
591,4,4,0,2,0,2,4,0,3,3,싸움꾼,78
592,4,4,5,3,0,0,2,0,1,1,영혼시비르,81
593,4,1,3,1,0,4,2,4,2,1,선봉신비우화,72
594,4,1,1,2,2,2,6,3,0,1,처형자조율자신성,61
595,2,2,3,1,0,2,3,3,4,6,귀감,62
596,5,1,2,2,0,4,1,2,1,1,선봉학살올라프,86
597,3,2,3,0,4,2,3,1,4,3,귀감,59
598,4,4,2,2,1,1,2,4,2,2,흡수자선지자,75
599,6,3,0,1,0,3,1,1,2,1,선봉학살올라프,100
600,3,2,1,0,0,1,2,4,3,3,귀감,88
601,4,2,1,4,0,2,1,3,3,2,대장군학살자,83
602,4,0,3,3,0,1,4,4,3,0,처형자조율자신성,67
603,2,3,3,1,0,4,2,2,3,2,처형자나무정령,75
604,3,4,0,4,1,3,2,2,1,1,선봉학살올라프,72
605,8,2,1,3,0,1,1,2,3,1,처형자나무정령,93
606,7,1,3,2,0,1,5,1,1,2,처형자조율자신성,75
607,4,3,2,2,0,1,4,4,5,3,싸움꾼,67
608,2,0,2,3,0,2,3,2,1,5,흡수자신성,78
609,4,3,1,3,1,0,1,2,2,5,처형자신성,72
610,6,3,2,1,1,3,0,3,2,1,선봉학살올라프,81
611,5,2,4,1,0,3,2,3,2,3,귀감,75
612,1,1,3,1,2,2,3,3,1,4,요술사,70
613,4,5,3,4,1,1,1,1,3,3,대장군학살자,68
614,5,4,3,2,0,2,2,1,2,2,영혼시비르,83
615,1,1,3,3,2,5,3,6,0,1,처형자조율자신성,54
616,6,3,2,3,0,2,2,2,2,2,영혼시비르,83
617,4,3,0,3,1,3,3,0,2,1,영혼시비르,81
618,7,2,2,2,0,1,4,1,3,1,싸움꾼,81
619,3,1,2,3,0,4,3,1,2,2,처형자조율자신성,72
620,2,3,5,1,0,2,1,2,2,4,귀감,70
621,7,2,2,2,0,1,0,3,3,1,처형자나무정령,93
622,1,3,2,6,2,2,2,1,3,1,영혼시비르,68
623,4,1,1,3,0,4,1,2,3,1,처형자나무정령,81
624,7,2,1,1,1,1,4,1,2,1,나무정령,86
625,4,3,2,3,0,2,2,1,3,2,영혼시비르,83
626,2,2,2,4,1,3,1,2,1,2,처형자신성,78
627,4,1,1,1,0,4,3,0,4,2,선봉신비우화,75
628,5,2,3,3,1,3,3,1,3,1,영혼시비르,75
629,3,1,4,4,0,1,3,3,1,3,처형자신성,75
630,2,4,2,2,0,4,4,2,3,1,선봉학살올라프,73
631,7,3,2,3,0,1,1,3,1,0,처형자신성,86
632,5,3,1,2,0,2,1,1,2,2,선봉학살올라프,93
633,8,1,1,1,0,1,2,3,2,1,귀감,92
634,3,2,3,1,0,1,1,5,2,3,귀감,72
635,1,3,1,3,0,3,3,7,1,3,귀감,62
636,8,5,2,4,2,2,1,0,2,0,영혼시비르,72
637,8,0,2,3,1,1,1,2,1,1,처형자신성,83
638,6,3,3,1,0,2,3,5,0,1,귀감,67
639,4,1,1,2,0,2,1,7,2,2,귀감,67
640,1,2,2,3,1,3,1,6,4,0,처형자나무정령,64
641,4,3,0,5,0,4,0,2,1,3,처형자신성,72
642,3,0,1,5,1,3,4,2,2,2,흡수자신성,75
643,5,3,2,3,0,3,4,3,0,0,처형자조율자신성,72
644,6,1,2,2,0,3,1,2,6,3,처형자나무정령,70
645,4,2,7,4,0,4,4,1,4,2,선봉신비우화,54
646,6,2,4,1,0,2,2,2,2,3,귀감,78
647,2,3,2,2,2,5,1,2,2,1,선봉학살올라프,75
648,2,3,1,2,0,2,0,4,2,6,귀감,70
649,8,2,3,2,0,0,1,1,1,2,처형자신성,92
650,3,2,2,6,0,2,1,4,2,1,처형자신성,80
651,2,4,3,3,0,1,4,0,3,2,영혼시비르,75
652,2,3,3,5,0,4,2,0,4,1,영혼시비르,73
653,2,4,2,3,0,2,4,3,2,0,처형자조율자신성,70
654,3,4,0,4,0,2,2,1,2,1,대장군학살자,88
655,1,3,1,4,2,4,2,1,2,1,영혼시비르,70
656,4,0,1,2,1,3,4,3,1,3,흡수자신성,78
657,1,3,2,2,1,2,3,3,2,2,귀감,75
658,3,2,3,3,0,3,2,1,1,1,영혼시비르,88
659,8,1,1,3,0,1,0,2,2,2,처형자신성,83
660,3,4,1,0,3,3,2,4,2,1,귀감,70
661,1,1,3,2,0,2,2,4,1,3,귀감,72
662,3,3,2,3,0,5,2,4,4,1,영혼시비르,62
663,2,3,4,3,0,2,3,0,0,3,영혼시비르,78
664,2,5,4,4,1,3,3,3,1,4,요술사,56
665,5,3,4,1,1,1,3,2,1,2,처형자조율자신성,72
666,1,0,1,5,1,2,4,1,3,1,흡수자신성,78
667,3,5,2,6,1,1,1,1,1,6,처형자신성,67
668,1,3,3,5,3,1,2,3,1,1,처형자신성,68
669,4,2,2,2,0,3,3,2,3,3,싸움꾼,75
670,2,1,1,1,3,1,4,1,2,2,싸움꾼,69
671,8,2,0,1,0,0,0,2,1,4,요술사,100
672,7,2,1,2,0,0,1,1,3,4,싸움꾼,86
673,6,4,2,3,0,3,2,2,2,0,선봉학살올라프,83
674,1,3,3,4,0,1,2,2,2,1,영혼시비르,83
675,4,2,2,3,1,2,1,0,3,2,영혼시비르,81
676,8,1,1,3,0,3,1,0,1,4,요술사,86
677,1,5,2,4,0,0,1,3,1,2,처형자신성,83
678,8,1,2,2,1,2,1,1,0,2,광신도,92
679,2,2,3,1,1,2,2,3,2,2,귀감,78
680,7,1,0,2,0,1,2,3,0,3,흡수자선지자,92
681,8,6,0,0,2,2,2,2,1,3,귀감,72
682,5,3,2,2,1,3,2,1,2,2,선봉학살올라프,83
683,3,2,3,0,1,1,4,2,1,2,처형자조율자신성,75
684,3,2,1,1,2,4,4,2,4,2,싸움꾼,64
685,4,3,3,2,2,1,2,1,4,2,영혼시비르,70
686,2,3,2,3,0,5,1,1,6,5,선봉학살올라프,57
687,2,2,3,3,0,2,4,2,2,2,처형자조율자신성,75
688,3,4,2,1,0,2,3,1,4,3,나무정령,75
689,5,4,1,1,0,2,2,0,1,3,흡수자선지자,93
690,1,3,4,3,1,2,1,1,4,1,영혼시비르,75
691,7,3,2,1,0,2,1,1,0,2,선봉학살올라프,92
692,1,3,3,3,0,0,1,2,3,3,처형자신성,78
693,2,1,1,2,1,2,4,3,1,3,흡수자신성,78
694,4,2,3,0,1,0,3,4,1,2,처형자조율자신성,81
695,2,3,0,2,1,3,2,1,3,5,요술사,70
696,4,1,3,2,2,2,2,4,5,1,처형자나무정령,68
697,8,5,0,0,0,2,1,1,3,0,나무정령,92
698,8,1,2,1,1,0,1,1,2,1,선봉학살올라프,90
699,5,4,1,0,1,1,2,1,2,2,나무정령,93
700,1,1,3,4,0,3,4,2,8,1,처형자나무정령,57
701,6,0,1,1,0,3,3,4,2,0,귀감,71
702,3,2,5,2,0,2,3,4,2,2,처형자조율자신성,68
703,3,1,0,3,1,3,2,1,3,4,요술사,72
704,4,3,4,1,1,1,1,3,1,3,흡수자선지자,78
705,8,1,1,2,1,0,2,0,3,2,결투가,92
706,5,2,3,0,2,0,2,2,3,2,결투가,75
707,1,4,4,2,0,1,2,3,3,1,처형자나무정령,75
708,2,3,2,2,0,4,2,3,5,3,귀감,67
709,5,1,1,1,1,4,3,3,4,0,나무정령,67
710,1,2,3,2,0,3,2,4,5,3,처형자나무정령,67
711,7,3,0,1,0,1,2,1,2,4,귀감,86
712,5,1,4,2,0,2,2,2,2,3,처형자나무정령,78
713,8,1,1,1,1,1,2,2,2,1,나무정령,92
714,2,2,1,1,0,2,2,5,2,3,귀감,83
715,8,2,1,1,0,2,0,2,2,2,귀감,92
716,6,2,0,2,0,2,3,2,2,1,싸움꾼,86
717,3,1,1,1,0,1,4,5,3,4,싸움꾼,70
718,2,4,2,3,1,1,2,4,2,1,처형자조율자신성,70
719,8,2,1,2,0,0,1,4,2,2,처형자신성,86
720,7,3,1,2,0,3,1,4,0,0,선봉학살올라프,79
721,6,3,1,3,0,5,1,1,0,2,선봉학살올라프,75
722,3,3,2,1,0,5,2,5,1,3,귀감,68
723,1,4,4,3,1,1,1,2,4,6,처형자나무정령,57
724,3,1,3,4,0,4,1,3,3,1,처형자나무정령,75
725,1,3,4,2,0,4,2,1,8,4,요술사,54
726,2,4,2,2,1,1,3,7,2,0,처형자조율자신성,59
727,4,1,1,2,0,2,3,3,3,5,싸움꾼,70
728,1,0,3,3,0,1,2,2,4,3,처형자나무정령,72
729,7,1,2,2,0,2,1,1,2,3,광신도,93
730,4,4,1,2,0,4,1,2,1,1,선봉학살올라프,88
731,7,3,2,2,0,3,3,1,2,4,요술사,75
732,4,1,2,5,0,1,3,3,2,1,처형자신성,78
733,2,2,3,3,0,2,0,2,3,3,처형자나무정령,83
734,4,3,3,2,0,0,1,3,2,2,처형자신성,81
735,1,0,6,4,1,3,3,0,1,2,흡수자신성,65
736,3,2,2,2,0,1,2,1,3,3,싸움꾼,81
737,2,2,2,0,1,2,2,7,0,0,귀감,62
738,6,2,2,1,1,2,1,3,1,3,귀감,81
739,4,2,1,2,1,2,3,3,4,2,싸움꾼,70
740,1,4,4,0,3,1,3,2,2,3,귀감,64
741,1,5,1,1,0,1,2,3,5,2,흡수자선지자,75
742,2,4,1,3,0,5,3,2,6,4,요술사,56
743,4,2,1,3,0,2,3,4,2,1,처형자조율자신성,78
744,2,3,3,3,0,4,2,1,5,1,영혼시비르,73
745,4,2,3,1,0,1,2,2,5,2,처형자나무정령,78
746,1,1,2,3,2,2,1,4,2,3,처형자신성,70
747,3,3,1,2,0,3,2,2,3,2,귀감,78
748,6,3,1,0,0,1,2,5,1,1,귀감,86
749,4,4,4,0,1,2,2,1,2,4,귀감,70
750,1,6,4,2,1,5,1,3,6,2,선봉학살올라프,53
751,4,1,1,1,1,3,2,1,4,4,요술사,78
752,5,1,2,2,0,3,4,1,1,2,흡수자신성,81
753,1,4,1,2,1,2,0,4,3,3,귀감,70
754,5,3,1,0,1,1,4,2,3,3,싸움꾼,78
755,3,4,2,1,1,5,1,2,2,2,선봉학살올라프,75
756,1,2,2,2,1,3,3,8,2,1,처형자조율자신성,57
757,8,0,0,1,0,0,0,0,0,1,싸움꾼,100
758,2,2,3,3,0,2,2,3,3,2,처형자나무정령,80
759,2,3,3,3,0,4,3,1,1,2,영혼시비르,75
760,7,2,2,2,0,3,2,1,3,1,선봉학살올라프,88
761,1,1,1,3,1,3,3,3,3,2,처형자조율자신성,70
762,5,3,0,1,0,1,3,4,3,1,싸움꾼,75
763,1,3,3,2,1,3,4,4,7,5,싸움꾼,50
764,1,2,3,3,1,3,0,3,3,2,처형자나무정령,75
765,4,2,1,3,0,1,3,0,2,4,싸움꾼,75
766,2,3,3,3,0,2,4,3,1,1,처형자조율자신성,75
767,5,2,4,0,1,8,4,0,9,4,선봉신비우화,50
768,2,4,3,2,1,2,5,1,2,2,영혼시비르,68
769,2,3,2,2,1,1,5,3,4,3,싸움꾼,67
770,8,2,1,1,1,1,2,2,2,2,귀감,86
771,7,1,3,3,0,2,1,2,2,0,처형자나무정령,93
772,5,0,2,3,1,3,1,3,1,4,요술사,72
773,1,1,3,4,0,1,0,4,4,3,처형자신성,70
774,2,4,3,3,0,2,3,4,5,2,처형자조율자신성,62
775,3,2,3,3,0,1,2,2,2,3,처형자신성,78
776,5,2,1,3,0,3,1,2,2,2,요술사,81
777,2,2,1,3,2,3,2,0,4,1,영혼시비르,72
778,2,2,3,2,2,1,2,3,3,2,처형자나무정령,75
779,3,3,1,2,1,2,2,4,4,1,나무정령,75
780,4,2,1,2,0,3,1,2,2,3,요술사,88
781,6,2,1,4,0,2,3,1,2,3,흡수자신성,83
782,2,0,2,5,0,4,3,3,3,2,처형자신성,64
783,1,2,2,6,0,4,3,3,3,3,처형자신성,69
784,5,5,0,4,0,2,1,4,1,1,대장군학살자,72
785,3,3,5,0,1,3,2,2,1,1,귀감,67
786,4,0,0,5,0,4,1,3,3,2,대장군학살자,72
787,1,3,3,3,1,3,2,2,1,2,영혼시비르,75
788,5,2,2,2,0,3,1,1,2,1,선봉학살올라프,100
789,7,1,1,4,1,0,1,3,4,3,처형자신성,78
790,2,3,1,4,1,2,2,3,3,3,귀감,73
791,2,5,2,2,0,3,3,1,3,5,선봉학살올라프,67
792,2,3,3,6,0,3,1,3,0,4,처형자신성,71
793,4,0,3,4,1,1,2,2,0,3,처형자신성,75
794,4,2,1,4,0,3,3,1,2,2,대장군학살자,78
795,5,3,4,4,2,1,0,1,0,1,학살자명사수,81
796,2,4,3,1,0,1,3,1,4,3,나무정령,70
797,4,2,1,0,1,2,3,4,0,3,귀감,81
798,2,3,2,3,1,5,4,1,0,5,요술사,57
799,4,3,2,2,1,5,1,2,2,2,선봉학살올라프,75
800,1,5,4,4,0,0,1,2,1,3,처형자신성,75
801,1,1,1,3,2,2,3,2,1,3,흡수자신성,78
802,6,2,2,1,1,2,2,2,1,1,요술사,86
803,3,3,2,2,0,2,3,2,2,2,귀감,78
804,4,1,2,3,0,1,2,3,0,4,처형자신성,81
805,1,5,1,6,2,0,4,3,4,3,처형자신성,61
806,1,3,1,2,0,4,2,4,2,4,귀감,73
807,3,3,1,1,1,3,3,2,2,2,귀감,78
808,1,2,3,3,2,1,4,2,0,3,처형자조율자신성,70
809,7,2,4,0,3,2,1,0,1,1,선봉신비우화,71
810,3,2,0,3,0,2,0,7,2,2,대장군학살자,67
811,3,1,1,1,1,3,3,2,4,0,나무정령,75
812,3,1,3,2,0,5,3,0,4,2,선봉신비우화,75
813,2,6,5,1,0,2,5,2,1,0,영혼시비르,55
814,3,1,2,3,0,4,2,2,1,3,요술사,78
815,2,0,3,4,0,0,2,1,2,6,처형자신성,67
816,6,3,1,3,0,2,0,1,2,4,대장군학살자,81
817,4,2,2,4,1,1,3,4,1,2,처형자조율자신성,80
818,2,2,4,4,0,6,3,0,3,4,선봉신비우화,62
819,7,4,3,1,0,1,2,3,0,0,흡수자선지자,86
820,1,1,3,2,2,3,0,3,3,3,처형자나무정령,70
821,7,2,3,1,0,3,1,1,1,4,요술사,88
822,7,0,2,1,0,2,2,2,2,3,귀감,86
823,6,2,2,1,1,1,4,1,0,2,처형자조율자신성,79
824,2,4,2,5,0,3,3,1,2,2,선봉학살올라프,73
825,5,0,2,2,0,2,4,2,3,1,처형자나무정령,81
826,6,3,3,3,0,0,1,2,2,0,영혼시비르,86
827,2,3,0,2,2,4,2,1,3,3,나무정령,70
828,3,3,4,1,0,2,2,3,2,1,귀감,78
829,4,2,4,3,0,2,2,3,2,2,처형자조율자신성,75
830,6,1,1,1,2,2,2,2,1,2,요술사,86
831,1,3,3,2,1,3,2,2,1,1,영혼시비르,78
832,2,1,3,2,0,2,4,4,1,1,처형자조율자신성,72
833,1,3,0,2,1,2,4,4,0,4,싸움꾼,65
834,2,4,1,1,0,4,5,2,2,1,선봉학살올라프,70
835,2,2,1,1,0,1,2,2,1,2,요술사,100
836,3,4,3,3,1,2,2,1,4,2,영혼시비르,73
837,2,1,4,4,1,1,6,5,3,1,처형자조율자신성,54
838,3,1,3,2,1,2,3,4,4,4,처형자나무정령,62
839,5,3,3,3,0,6,1,1,1,0,영혼시비르,72
840,3,1,3,2,0,4,2,2,2,0,처형자나무정령,81
841,8,3,1,2,0,0,2,1,1,2,처형자조율자신성,92
842,3,1,2,2,1,2,1,2,2,5,요술사,72
843,1,2,6,1,0,2,2,1,5,3,처형자나무정령,64
844,3,6,2,3,1,3,2,0,3,0,영혼시비르,70
845,3,2,1,2,3,2,3,0,1,2,요술사,69
846,5,1,0,3,1,1,2,1,2,7,결투가,67
847,3,4,3,1,0,1,2,1,1,5,흡수자선지자,78
848,2,5,2,2,2,3,5,0,2,1,선봉학살올라프,68
849,2,1,2,3,0,3,2,2,3,0,처형자나무정령,81
850,6,1,2,2,1,3,2,2,2,1,선봉학살올라프,81
851,3,2,2,4,0,2,3,1,2,2,처형자조율자신성,78
852,1,3,0,0,0,5,1,7,3,1,귀감,60
853,2,2,2,1,0,0,4,4,3,2,싸움꾼,78
854,1,4,2,2,3,2,1,3,2,1,선봉학살올라프,75
855,4,1,2,3,0,2,3,4,2,1,처형자조율자신성,78
856,4,4,2,2,0,3,3,0,2,2,선봉학살올라프,83
857,4,3,1,2,0,3,1,1,0,5,요술사,81
858,6,2,1,2,0,1,3,4,2,1,처형자조율자신성,81
859,6,4,1,1,0,4,1,1,0,4,요술사,81
860,5,3,4,0,0,2,1,1,3,8,귀감,59
861,1,0,0,5,2,3,0,2,2,4,광신도,67
862,1,2,1,0,0,3,4,4,4,2,귀감,70
863,5,2,1,2,1,2,3,3,1,3,귀감,78
864,1,4,2,4,1,4,5,2,2,2,선봉학살올라프,62
865,8,1,1,1,0,2,0,3,2,2,귀감,92
866,3,2,1,3,0,1,3,3,4,1,처형자조율자신성,78
867,2,3,3,3,0,2,3,1,0,3,영혼시비르,78
868,4,2,3,3,0,1,3,3,5,0,처형자조율자신성,70
869,1,2,1,2,1,5,2,1,2,4,요술사,75
870,5,3,3,4,1,2,4,3,0,2,처형자조율자신성,68
871,1,6,1,2,1,4,0,2,7,3,선봉학살올라프,54
872,7,3,1,1,0,1,1,2,1,4,요술사,93
873,4,1,2,2,0,4,3,1,2,3,요술사,72
874,1,2,1,4,0,1,6,1,3,4,싸움꾼,68
875,5,2,3,3,0,1,1,2,3,1,처형자나무정령,94
876,7,3,2,3,0,4,1,1,1,1,선봉학살올라프,88
877,8,2,1,2,1,4,0,0,0,2,요술사,75
878,4,2,1,4,0,4,0,1,2,2,대장군학살자,81
879,4,1,0,1,2,4,3,2,2,3,요술사,72
880,2,4,2,1,1,4,2,2,5,3,나무정령,67
881,1,2,1,3,2,4,2,3,3,2,결투가,68
882,4,3,2,3,1,3,2,1,2,1,영혼시비르,83
883,2,3,3,1,0,2,1,2,3,1,처형자나무정령,94
884,1,3,4,3,1,2,0,2,3,2,처형자나무정령,75
885,4,3,0,2,0,2,2,3,1,5,귀감,78
886,3,2,1,0,0,3,4,1,4,3,싸움꾼,72
887,7,2,1,1,0,0,3,3,1,3,처형자조율자신성,93
888,6,4,1,4,0,4,4,1,2,2,선봉학살올라프,68
889,3,4,3,2,0,3,4,0,5,1,영혼시비르,68
890,5,2,1,3,0,1,2,1,3,5,싸움꾼,72
891,2,5,3,4,0,1,2,4,4,3,처형자신성,62
892,3,1,3,3,1,2,4,2,1,1,처형자조율자신성,72
893,7,2,1,3,1,2,2,3,1,1,처형자조율자신성,81
894,1,2,1,1,1,4,2,2,3,2,요술사,78
895,2,4,4,3,1,4,0,2,5,5,선봉학살올라프,54
896,6,2,1,3,0,1,1,6,0,2,처형자신성,75
897,5,3,1,3,1,1,3,2,2,2,처형자조율자신성,78
898,7,3,3,2,0,0,0,1,4,1,처형자나무정령,86
899,5,3,3,1,0,3,0,3,3,0,처형자나무정령,81
900,4,4,2,2,1,1,2,4,2,2,흡수자선지자,75
901,8,1,1,2,1,2,3,1,2,1,나무정령,86
902,1,1,5,1,1,0,5,3,7,5,싸움꾼,50
903,1,2,6,1,0,5,2,0,3,1,선봉신비우화,75
904,1,4,1,3,4,2,1,3,1,1,선봉학살올라프,65
905,2,3,1,6,1,1,1,1,3,3,처형자신성,75
906,5,3,2,2,0,1,5,3,1,1,처형자조율자신성,78
907,4,3,1,1,1,3,3,2,2,2,귀감,78
908,5,1,1,1,1,2,1,4,2,3,귀감,81
909,2,3,2,1,0,3,3,3,3,4,귀감,73
910,4,2,1,3,0,2,0,2,1,3,요술사,86
911,8,1,1,3,1,2,2,1,1,0,광신도,83
912,4,2,1,2,0,5,2,0,3,3,요술사,72
913,2,5,4,3,1,1,2,1,1,2,영혼시비르,70
914,7,2,0,2,0,2,1,1,3,1,처형자나무정령,100
915,1,4,3,3,0,3,2,2,2,1,영혼시비르,80
